conta_contabil;conta_contabil_f;uniorcam;nr_lancamento;nr_lote;nr_documento;dia;mes;ano;valor;tipo_lanc;nr_arquivamento;historico;tipo_documento;nat_informacao;superavit_financ;rv
conta_contabil;conta_contabil_f;uniorcam;nr_lancamento;nr_lote;nr_documento;dia;mes;ano;valor;tipo_lanc;nr_arquivamento;historico;tipo_documento;nat_informacao;superavit_financ;rv
