orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
